pairs_id,indate_date,first_instrument,second_instrument,prime_instrument,boundary_unit_num,region_drift,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,up_boundary_5,up_boundary_4,up_boundary_3,up_boundary_2,up_boundary_1,down_boundary_1,down_boundary_2,down_boundary_3,down_boundary_4,down_boundary_5,today_fee,wait_window,favor_times,unfavor_times,abs_threshold,boundary_tick_lock,wait2_windows,after_tick,night_type,if_add,limitcoef,abs_threshold_after,kind,before_tick,before_cancel_flag,before_cancel_num,max_position,min_position,region_tick_lock,region_unit_num,If_SP,SP_InstrumentID,Min_Step
NR2403-2404,20231206_1,NR2403.XINE,NR2404.XINE,NR2403.XINE,0,0,-180.0,-195.0,-200.0,-210.0,-215.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,NR,0,1,1,15,0,18,3,0,Null,1
OI2403-2401,20221017_1,OI2403.XZCE,OI2401.XZCE,OI2401.XZCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,0,8,32,OI,0,1,1,28,0,300,2,0,Null,1
OI2403-2405,20230731_1,OI2403.XZCE,OI2405.XZCE,OI2403.XZCE,0,0,0.0,-10.0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,OI,0,1,1,8,0,50,3,0,Null,1
P2404-2405,20230904_0,P2404.XDCE,P2405.XDCE,P2405.XDCE,0,0,-30.0,-35.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,P,0,1,1,6,0,60,2,0,Null,1
PB2404-2405,20230925_0,PB2404.XSGE,PB2405.XSGE,PB2405.XSGE,0,0,20.0,0.0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,PB,0,1,1,8,0,24,2,0,Null,1
PB2405-2406,20230925_0,PB2405.XSGE,PB2406.XSGE,PB2405.XSGE,0,0,20.0,0.0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,PB,0,1,1,8,0,24,2,0,Null,1
PB2406-2407,20230925_0,PB2406.XSGE,PB2407.XSGE,PB2407.XSGE,0,0,20.0,0.0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,PB,0,1,1,8,0,24,2,0,Null,1
PF2403-2404,20231120_2,PF2403.XZCE,PF2404.XZCE,PF2403.XZCE,0,0,-20.0,-30.0,-40.0,-50.0,-60.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,PF,0,1,1,21,0,100,3,0,Null,1
PP2404-2405,20230811_0,PP2404.XDCE,PP2405.XDCE,PP2405.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,0,5,32,PP,0,1,1,12,0,20,3,0,Null,1
PP2405-2406,20220915_2,PP2405.XDCE,PP2406.XDCE,PP2405.XDCE,0,0,5.0,-5.0,-10.0,-15.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,1,8,32,PP,0,1,1,19,0,15,2,0,Null,1
PP2406-2407,20231220_2,PP2406.XDCE,PP2407.XDCE,PP2406.XDCE,0,0,-10.0,-10.0,-20.0,-20.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,PP,0,1,1,12,0,25,3,0,Null,1
RB2403-2404,20220907_1,RB2403.XSGE,RB2404.XSGE,RB2403.XSGE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,32,RB,0,1,1,9,0,20,1,0,Null,1
RM2405-2407,20230731_1,RM2405.XZCE,RM2407.XZCE,RM2405.XZCE,0,0,0.0,0.0,-5.0,-10.0,-20.0,-30.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,RM,0,1,1,6,0,30,2,0,Null,1
RR2311-2312,20230919_2,RR2311.XDCE,RR2312.XDCE,RR2311.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,RR,0,1,1,10,0,35,2,0,Null,1
RR2312-2401,20230724_1,RR2312.XDCE,RR2401.XDCE,RR2401.XDCE,0,0,-35.0,-58.0,-70.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,RR,0,1,1,9,0,55,1,0,Null,1
RU2403-2404,20220906_1,RU2403.XSGE,RU2404.XSGE,RU2403.XSGE,0,0,-70.0,-70.0,-70.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,8,RU,0,1,1,4,0,0,1,0,Null,1
SA2403-2404,20221017_0,SA2403.XZCE,SA2404.XZCE,SA2403.XZCE,0,0,-35.0,-40.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,SA,0,1,1,14,3,50,3,0,Null,4
SA2404-2405,20230901_1,SA2404.XZCE,SA2405.XZCE,SA2405.XZCE,0,0,30.0,20.0,10.0,5.0,0.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,SA,0,1,1,8,0,7,4,0,Null,4
SA2405-2406,20230817_2,SA2405.XZCE,SA2406.XZCE,SA2405.XZCE,0,0,-30.0,-40.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,SA,0,1,1,10,0,60,4,0,SPD SA405&SA406,4
SA2406-2407,20230817_2,SA2406.XZCE,SA2407.XZCE,SA2407.XZCE,0,0,-10.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,SA,0,1,1,10,0,40,4,0,SPD SA406&SA407,4
SA2407-2408,20230817_2,SA2407.XZCE,SA2408.XZCE,SA2407.XZCE,0,0,-30.0,-40.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,SA,0,1,1,10,0,60,4,0,SPD SA407&SA408,4
SA2408-2409,20230925_0,SA2408.XZCE,SA2409.XZCE,SA2409.XZCE,0,0,5.0,0.0,-3.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,SA,0,1,1,10,0,20,4,0,SPD SA408&SA409,4
SC2404-2403,20231018_2,SC2404.XINE,SC2403.XINE,SC2403.XINE,0,0,-2.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,2,0,5,32,SC,1,1,1,8,0,35,1,0,Null,1
SC2404-2405,20231018_2,SC2404.XINE,SC2405.XINE,SC2404.XINE,0,0,5.8,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,2,0,5,32,SC,1,1,1,8,0,20,1,0,Null,1
SC2405-2404,20231018_2,SC2405.XINE,SC2404.XINE,SC2404.XINE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,2,0,5,32,SC,1,1,1,8,0,12,1,0,Null,1
SC2405-2406,20231018_2,SC2405.XINE,SC2406.XINE,SC2405.XINE,0,0,0.0,-0.7,-1.5,-2.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,2,0,5,32,SC,1,1,1,8,0,15,1,0,Null,1
SC2406-2405,20231018_2,SC2406.XINE,SC2405.XINE,SC2405.XINE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,2,0,5,32,SC,1,1,1,8,0,10,1,0,Null,1
SI2310-2311,20220913_0,SI2310.GFEX,SI2311.GFEX,SI2310.GFEX,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,8,SI,0,1,1,120,0,10,2,0,Null,1
SI2312-2401,20220913_0,SI2312.GFEX,SI2401.GFEX,SI2312.GFEX,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,8,SI,0,1,1,120,0,4,2,0,Null,1
SI2401-2402,20220913_0,SI2401.GFEX,SI2402.GFEX,SI2401.GFEX,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,8,SI,0,1,1,120,0,0,2,0,Null,1
SI2402-2403,20220913_0,SI2402.GFEX,SI2403.GFEX,SI2403.GFEX,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,8,SI,0,1,1,120,0,10,1,0,Null,1
SN2403-2404,20230925_1,SN2403.XSGE,SN2404.XSGE,SN2403.XSGE,0,0,-300.0,-320.0,-350.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,3,0,5,32,SN,0,1,1,25,0,0,5,0,Null,1
SN2404-2405,20230925_1,SN2404.XSGE,SN2405.XSGE,SN2404.XSGE,0,0,-320.0,-350.0,-400.0,-450.0,-450.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,3,0,5,32,SN,0,1,1,25,0,10,4,0,Null,1
SN2406-2405,20230925_1,SN2406.XSGE,SN2405.XSGE,SN2405.XSGE,0,0,-100.0,-150.0,-200.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,3,1,5,32,SN,0,1,1,25,0,50,4,0,Null,1
SP2311-2312,20220914_0,SP2311.XSGE,SP2312.XSGE,SP2311.XSGE,0,0,-24.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,0,8,16,SP,0,1,1,28,0,0,3,0,Null,1
SP2312-2401,20220914_0,SP2312.XSGE,SP2401.XSGE,SP2401.XSGE,0,0,-270.0,-270.0,-270.0,-270.0,-270.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,0,8,16,SP,0,1,1,28,0,10,2,0,Null,1
SP2401-2402,20220914_0,SP2401.XSGE,SP2402.XSGE,SP2401.XSGE,0,0,-24.0,-24.0,-24.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,16,SP,0,1,1,28,0,0,3,0,Null,1
SP2405-2406,20220914_0,SP2405.XSGE,SP2406.XSGE,SP2406.XSGE,0,0,-24.0,-32.0,-36.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,16,SP,0,1,1,28,0,15,3,0,Null,1
SP2406-2407,20231018_2,SP2406.XSGE,SP2407.XSGE,SP2406.XSGE,0,0,-10.0,-32.0,-40.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,SP,0,1,1,10,0,15,3,0,Null,1
SP2407-2408,20231018_2,SP2407.XSGE,SP2408.XSGE,SP2407.XSGE,0,0,-10.0,-32.0,-40.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,SP,0,1,1,10,0,15,3,0,Null,1
SP2408-2409,20231018_2,SP2408.XSGE,SP2409.XSGE,SP2409.XSGE,0,0,-10.0,-32.0,-40.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,SP,0,1,1,10,0,15,3,0,Null,1
SS2404-2405,20231221_0,SS2404.XSGE,SS2405.XSGE,SS2405.XSGE,0,0,-30,-30,-30,-30,-30,-99999,-99999,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,SS,0,1,1,21,0,0,3,0,Null,1
SS2405-2406,20231221_0,SS2405.XSGE,SS2406.XSGE,SS2405.XSGE,0,0,-55.0,-55.0,-60.0,-60.0,-65.0,-65.0,-70.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,SS,0,1,1,21,0,10,3,0,Null,1
SS2406-2407,20231221_0,SS2406.XSGE,SS2407.XSGE,SS2406.XSGE,0,0,-55.0,-55.0,-60.0,-60.0,-65.0,-65.0,-70.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,SS,0,1,1,21,0,10,3,0,Null,1
SS2407-2408,20231221_0,SS2407.XSGE,SS2408.XSGE,SS2407.XSGE,0,0,-55.0,-55.0,-60.0,-60.0,-65.0,-65.0,-70.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,1,5,32,SS,0,1,1,21,0,10,3,0,Null,1
TA2403-2404,20220920_1,TA2403.XZCE,TA2404.XZCE,TA2403.XZCE,0,0,-28.0,-30.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,20,1,0,8,16,TA,0,1,1,8,0,100,3,0,Null,1
UR2403-2404,20221017_1,UR2403.XZCE,UR2404.XZCE,UR2403.XZCE,0,0,5.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,16,UR,0,1,1,16,0,50,3,0,Null,1
UR2404-2405,20221017_1,UR2404.XZCE,UR2405.XZCE,UR2405.XZCE,0,0,5.0,0.0,-5.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,8,16,UR,0,1,1,16,0,200,3,0,Null,1
UR2406-2407,20230829_1,UR2406.XZCE,UR2407.XZCE,UR2406.XZCE,0,0,0.0,-10.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,UR,0,1,1,8,0,25,2,0,Null,1
V2403-2404,20220913_0,V2403.XDCE,V2404.XDCE,V2403.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,32,V,0,1,1,18,0,10,4,0,Null,1
V2404-2405,20220913_0,V2404.XDCE,V2405.XDCE,V2405.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,32,V,0,1,1,18,0,30,3,0,Null,1
V2405-2406,20220913_0,V2405.XDCE,V2406.XDCE,V2405.XDCE,0,0,-38.0,-40.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,1,8,32,V,0,1,1,18,0,30,3,0,Null,1
V2406-2407,20220913_0,V2406.XDCE,V2407.XDCE,V2407.XDCE,0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,10,1,0,8,32,V,0,1,1,18,0,30,1,0,Null,1
Y2405-2407,20230811_0,Y2405.XDCE,Y2407.XDCE,Y2405.XDCE,0,0,10.0,-30.0,-32.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,Y,0,1,1,12,0,30,2,0,Null,1
Y2407-2408,20230817_1,Y2407.XDCE,Y2408.XDCE,Y2407.XDCE,0,0,-15.0,-20.0,-40.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,Y,0,1,1,10,2,40,2,0,Null,1
Y2408-2409,20230817_1,Y2408.XDCE,Y2409.XDCE,Y2409.XDCE,0,0,-15.0,-20.0,-30.0,-40.0,-99999.0,-99999.0,-99999.0,-99999.0,99999,99999,99999,99999,99999,-99999,-99999,-99999,-99999,-99999,2,3000000,3,1,50,99999,2000,40,1,0,5,32,Y,0,1,1,10,0,60,2,0,Null,1
